"","Country.Name","Country.Code","Region","IncomeGroup","year","numberRefs","popn","gdp"
"3790","European Union","EUU","","","2005",1491705,496200867,27737.5795378107
"3791","Fragile and conflict affected situations","FCS","","","2005",3542366,380285290,2774.88839560075
"3792","Finland","FIN","Europe & Central Asia","High income: OECD","2005",11809,5246096,32065.1707160028
"3793","Fiji","FJI","East Asia & Pacific","Upper middle income","2005",NA,821820,7005.29987582826
"3794","France","FRA","Europe & Central Asia","High income: OECD","2005",137316,63179356,30375.5606760951
"3795","Faroe Islands","FRO","Europe & Central Asia","High income: nonOECD","2005",NA,48337,NA
"3796","Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","2005",NA,106198,2939.53442052188
"3797","Gabon","GAB","Sub-Saharan Africa","Upper middle income","2005",8545,1377777,15169.8074538915
"3798","United Kingdom","GBR","Europe & Central Asia","High income: OECD","2005",303181,60401206,34623.2051373665
"3799","Georgia","GEO","Europe & Central Asia","Lower middle income","2005",2497,4190000,4371.2161068125
"3800","Ghana","GHA","Sub-Saharan Africa","Lower middle income","2005",53537,21389514,2277.11342968001
"3801","Guinea","GIN","Sub-Saharan Africa","Low income","2005",63525,9669023,1067.17689414582
"3802","Gambia, The","GMB","Sub-Saharan Africa","Low income","2005",7330,1440542,1378.25845771719
"3803","Guinea-Bissau","GNB","Sub-Saharan Africa","Low income","2005",7616,1462784,1123.59673441148
"3804","Equatorial Guinea","GNQ","Sub-Saharan Africa","High income: nonOECD","2005",NA,625866,31571.6630428025
"3805","Greece","GRC","Europe & Central Asia","High income: OECD","2005",2390,10987314,25396.2339652287
"3806","Grenada","GRD","Latin America & Caribbean","Upper middle income","2005",NA,102951,10589.9627435884
"3807","Greenland","GRL","Europe & Central Asia","High income: nonOECD","2005",NA,56935,NA
"3808","Guatemala","GTM","Latin America & Caribbean","Lower middle income","2005",391,13183505,5544.96440311054
"3809","Guam","GUM","East Asia & Pacific","High income: nonOECD","2005",NA,158401,NA
"3810","Guyana","GUY","Latin America & Caribbean","Lower middle income","2005",NA,742495,4222.80223154183
"3811","High income","HIC","","","2005",2426394,1322232714,30389.2698063765
"3812","Hong Kong SAR, China","HKG","East Asia & Pacific","High income: nonOECD","2005",1934,6813200,36437.5866753136
"3813","Honduras","HND","Latin America & Caribbean","Lower middle income","2005",22,6880181,3527.93493379774
"3814","Heavily indebted poor countries (HIPC)","HPC","","","2005",2226857,546329345,1392.00225214099
"3815","Croatia","HRV","Europe & Central Asia","High income: nonOECD","2005",2927,4442000,15535.4643672637
"3816","Haiti","HTI","Latin America & Caribbean","Low income","2005",NA,9263409,1390.70574611209
"3817","Hungary","HUN","Europe & Central Asia","High income: OECD","2005",8046,10087065,17314.476107027
"3818","Indonesia","IDN","East Asia & Pacific","Lower middle income","2005",89,226254703,6088.87923079182
"3819","Isle of Man","IMN","Europe & Central Asia","High income: nonOECD","2005",NA,80345,NA
"3820","India","IND","South Asia","Lower middle income","2005",139283,1144326293,2860.88570100622
"3821","Not classified","INX",NA,NA,"2005",NA,NA,NA
"3822","Ireland","IRL","Europe & Central Asia","High income: OECD","2005",7113,4159914,40446.9236672622
"3823","Iran, Islamic Rep.","IRN","Middle East & North Africa","Upper middle income","2005",974302,70122115,13011.7378600877
"3824","Iraq","IRQ","Middle East & North Africa","Upper middle income","2005",50177,27017712,9697.90373641364
"3825","Iceland","ISL","Europe & Central Asia","High income: OECD","2005",293,296734,35881.0150630817
"3826","Israel","ISR","Middle East & North Africa","High income: OECD","2005",609,6930100,24885.2184925703
"3827","Italy","ITA","Europe & Central Asia","High income: OECD","2005",20675,57969484,29666.3692953683
"3828","Jamaica","JAM","Latin America & Caribbean","Upper middle income","2005",NA,2643601,7771.34867601803
"3829","Jordan","JOR","Middle East & North Africa","Upper middle income","2005",1828842,5411000,8274.02927630926
"3830","Japan","JPN","East Asia & Pacific","High income: OECD","2005",1941,127773000,30441.3480837946
"3831","Kazakhstan","KAZ","Europe & Central Asia","Upper middle income","2005",7265,15147029,13907.2205062688
"3832","Kenya","KEN","Sub-Saharan Africa","Lower middle income","2005",251271,35349040,2019.35978640397
"3833","Kyrgyz Republic","KGZ","Europe & Central Asia","Lower middle income","2005",2598,5162600,2110.37793567517
"3834","Cambodia","KHM","East Asia & Pacific","Low income","2005",127,13320058,1746.87882505754
"3835","Kiribati","KIR","East Asia & Pacific","Lower middle income","2005",NA,92329,1563.32857500889
"3836","St. Kitts and Nevis","KNA","Latin America & Caribbean","High income: nonOECD","2005",NA,49139,18755.1691675154
"3837","Korea, Rep.","KOR","East Asia & Pacific","High income: OECD","2005",69,48138077,24219.788858625
"3838","Kosovo","KSV","Europe & Central Asia","Lower middle income","2005",NA,1705780,5980.17857685677
"3839","Kuwait","KWT","Middle East & North Africa","High income: nonOECD","2005",1523,2263604,83703.2366675555
"3840","Latin America & Caribbean (developing only)","LAC","","","2005",33340,471107730,9721.4611918214
"3841","Lao PDR","LAO","East Asia & Pacific","Lower middle income","2005",NA,5745012,2629.95867354695
"3842","Lebanon","LBN","Middle East & North Africa","Upper middle income","2005",405248,3986865,10914.5422061551
"3843","Liberia","LBR","Sub-Saharan Africa","Low income","2005",10168,3269786,530.961091673003
"3844","Libya","LBY","Middle East & North Africa","Upper middle income","2005",12166,5801543,23154.4321879534
"3845","St. Lucia","LCA","Latin America & Caribbean","Upper middle income","2005",NA,165407,9221.60889132922
"3846","Latin America & Caribbean (all income levels)","LCN","","","2005",37749,562783235,10521.5251870948
"3847","Least developed countries: UN classification","LDC","","","2005",2266833,752794655,1441.32350362069
"3848","Low income","LIC","","","2005",1828887,488164370,1034.59820640372
"3849","Liechtenstein","LIE","Europe & Central Asia","High income: nonOECD","2005",150,34852,NA
"3850","Sri Lanka","LKA","South Asia","Lower middle income","2005",106,19644000,5731.33400052873
"3851","Lower middle income","LMC","","","2005",4655187,2504844158,3478.99232003451
"3852","Low & middle income","LMY","","","2005",10437282,5192093573,4868.53340919358
"3853","Lesotho","LSO","Sub-Saharan Africa","Lower middle income","2005",NA,1925844,1611.17531077543
"3854","Lithuania","LTU","Europe & Central Asia","High income: nonOECD","2005",531,3322528,14681.932829453
"3855","Luxembourg","LUX","Europe & Central Asia","High income: OECD","2005",1822,465158,67081.0783759969
"3856","Latvia","LVA","Europe & Central Asia","High income: nonOECD","2005",11,2238799,14119.156345486
"3857","Macao SAR, China","MAC","East Asia & Pacific","High income: nonOECD","2005",NA,468149,57231.3526159822
"3858","St. Martin (French part)","MAF","Latin America & Caribbean","High income: nonOECD","2005",NA,27906,NA
"3859","Morocco","MAR","Middle East & North Africa","Lower middle income","2005",219,30385479,4826.7548691406
"3860","Monaco","MCO","Europe & Central Asia","High income: nonOECD","2005",NA,33808,NA
"3861","Moldova","MDA","Europe & Central Asia","Lower middle income","2005",84,3595187,2954.64602147086
"3862","Madagascar","MDG","Sub-Saharan Africa","Low income","2005",NA,18290394,1240.33497145048
"3863","Maldives","MDV","South Asia","Upper middle income","2005",NA,321000,7110.25293386373
"3864","Middle East & North Africa (all income levels)","MEA","","","2005",5935398,346735318,13090.06728414
"3865","Mexico","MEX","Latin America & Caribbean","Upper middle income","2005",3229,109747906,12070.8960874487
"3866","Marshall Islands","MHL","East Asia & Pacific","Upper middle income","2005",NA,52058,2982.7876078226
"3867","Middle income","MIC","","","2005",8608395,4703929203,5267.98429467458
"3868","Macedonia, FYR","MKD","Europe & Central Asia","Upper middle income","2005",1274,2042894,8210.61393824818
"3869","Mali","MLI","Sub-Saharan Africa","Low income","2005",11233,12881384,1262.65953253816
"3870","Malta","MLT","Middle East & North Africa","High income: nonOECD","2005",1939,403834,21018.8031923837
"3871","Myanmar","MMR","East Asia & Pacific","Lower middle income","2005",NA,49984704,NA
"3872","Middle East & North Africa (developing only)","MNA","","","2005",5690469,303699745,9081.4847468744
"3873","Montenegro","MNE","Europe & Central Asia","Upper middle income","2005",NA,614261,8405.75984283096
"3874","Mongolia","MNG","East Asia & Pacific","Upper middle income","2005",NA,2526447,5384.3209302576
"3875","Northern Mariana Islands","MNP","East Asia & Pacific","High income: nonOECD","2005",NA,64372,NA
"3876","Mozambique","MOZ","Sub-Saharan Africa","Low income","2005",1954,21126676,654.677938703113
"3877","Mauritania","MRT","Sub-Saharan Africa","Lower middle income","2005",632,3154087,2624.64193314065
"3878","Mauritius","MUS","Sub-Saharan Africa","Upper middle income","2005",NA,1228254,11349.4260908537
"3879","Malawi","MWI","Sub-Saharan Africa","Low income","2005",4240,12747846,549.781866812455
"3880","Malaysia","MYS","East Asia & Pacific","Upper middle income","2005",33693,25796124,16453.1015815628
"3881","North America","NAC","","","2005",526511,327892753,43487.6988116818
"3882","Namibia","NAM","Sub-Saharan Africa","Upper middle income","2005",5307,2027026,6480.58023300455
"3883","New Caledonia","NCL","East Asia & Pacific","High income: nonOECD","2005",NA,231779,NA
"3884","Niger","NER","Sub-Saharan Africa","Low income","2005",301,13485436,686.036866993186
"3885","Nigeria","NGA","Sub-Saharan Africa","Lower middle income","2005",9019,139611303,3676.70750043522
"3886","Nicaragua","NIC","Latin America & Caribbean","Lower middle income","2005",227,5379327,3376.96542752969
"3887","Netherlands","NLD","Europe & Central Asia","High income: OECD","2005",118189,16319868,37306.3049733224
"3888","High income: nonOECD","NOC","","","2005",255703,302878992,19675.918562539
"3889","Norway","NOR","Europe & Central Asia","High income: OECD","2005",43034,4623291,48356.5130433516
"3890","Nepal","NPL","South Asia","Low income","2005",126436,25506847,1507.56831374713
"3891","New Zealand","NZL","East Asia & Pacific","High income: OECD","2005",5307,4133900,25753.7892501288
"3892","High income: OECD","OEC","","","2005",2170691,1019353722,33640.4046975084
"3893","OECD members","OED","","","2005",2176319,1196962245,30408.202506647
"3894","Oman","OMN","Middle East & North Africa","High income: nonOECD","2005",7,2506891,36972.7236503926
"3895","Other small states","OSS","","","2005",43127,17729671,6658.60026498742
"3896","Pakistan","PAK","South Asia","Lower middle income","2005",1084694,153356383,3586.41777847983
"3897","Panama","PAN","Latin America & Caribbean","Upper middle income","2005",1730,3319301,10072.4962770491
"3898","Peru","PER","Latin America & Caribbean","Upper middle income","2005",848,27610406,6703.97582800833
"3899","Philippines","PHL","East Asia & Pacific","Lower middle income","2005",96,86141373,4261.72299700535
"3900","Palau","PLW","East Asia & Pacific","Upper middle income","2005",NA,19907,13039.0766406311
"3901","Papua New Guinea","PNG","East Asia & Pacific","Lower middle income","2005",9999,6086905,1624.92312947895
"3902","Poland","POL","Europe & Central Asia","High income: OECD","2005",4604,38165445,13806.8284829299
"3903","Puerto Rico","PRI","Latin America & Caribbean","High income: nonOECD","2005",NA,3821362,33392.4209037209
"3904","Korea, Dem. People’s Rep.","PRK","East Asia & Pacific","Low income","2005",NA,23813324,NA
"3905","Portugal","PRT","Europe & Central Asia","High income: OECD","2005",363,10503330,22072.6507506885
"3906","Paraguay","PRY","Latin America & Caribbean","Upper middle income","2005",50,5795493,5448.98117120037
"3907","Pacific island small states","PSS","","","2005",NA,2061473,4421.41141211852
"3908","French Polynesia","PYF","East Asia & Pacific","High income: nonOECD","2005",NA,254884,NA
"3909","Qatar","QAT","Middle East & North Africa","High income: nonOECD","2005",46,836924,102253.049884138
"3910","Romania","ROU","Europe & Central Asia","Upper middle income","2005",2056,21319685,9575.03578274334
"3911","Russian Federation","RUS","Europe & Central Asia","High income: nonOECD","2005",1523,143518523,11822.3709000841
"3912","Rwanda","RWA","Sub-Saharan Africa","Low income","2005",45206,9008230,907.107381200184
"3913","South Asia","SAS","","","2005",1371649,1511135613,2813.50433249967
"3914","Saudi Arabia","SAU","Middle East & North Africa","High income: nonOECD","2005",240701,24745230,34552.3444957037
"3915","Sudan","SDN","Sub-Saharan Africa","Lower middle income","2005",147256,31990003,2351.11943561336
"3916","Senegal","SEN","Sub-Saharan Africa","Lower middle income","2005",20712,11268994,1882.3458523857
"3917","Singapore","SGP","East Asia & Pacific","High income: nonOECD","2005",3,4265762,55134.6989964173
"3918","Solomon Islands","SLB","East Asia & Pacific","Lower middle income","2005",NA,469306,1426.11901826097
"3919","Sierra Leone","SLE","Sub-Saharan Africa","Low income","2005",59965,5071271,1044.18526085369
"3920","El Salvador","SLV","Latin America & Caribbean","Lower middle income","2005",49,5947206,6279.11326090638
"3921","San Marino","SMR","Europe & Central Asia","High income: nonOECD","2005",NA,29242,NA
"3922","Somalia","SOM","Sub-Saharan Africa","Low income","2005",493,8466938,NA
"3923","Serbia","SRB","Europe & Central Asia","Upper middle income","2005",NA,7440769,8860.54738158989
"3924","Sub-Saharan Africa (developing only)","SSA","","","2005",2561600,761846974,2436.12025449067
"3925","South Sudan","SSD","Sub-Saharan Africa","Low income","2005",NA,8099908,NA
"3926","Sub-Saharan Africa (all income levels)","SSF","","","2005",2561600,762555740,2461.91541507372
"3927","Small states","SST","","","2005",43751,26432060,7799.73264183295
"3928","Sao Tome and Principe","STP","Sub-Saharan Africa","Lower middle income","2005",NA,153146,2076.63615066884
"3929","Suriname","SUR","Latin America & Caribbean","Upper middle income","2005",NA,491999,11049.5555118095
"3930","Slovak Republic","SVK","Europe & Central Asia","High income: OECD","2005",368,5372807,16525.5004066215
"3931","Slovenia","SVN","Europe & Central Asia","High income: OECD","2005",251,2000474,23887.7792759682
"3932","Sweden","SWE","Europe & Central Asia","High income: OECD","2005",74915,9029572,34332.3259363865
"3933","Swaziland","SWZ","Sub-Saharan Africa","Lower middle income","2005",760,1104642,6521.94178463105
"3934","Sint Maarten (Dutch part)","SXM","Latin America & Caribbean","High income: nonOECD","2005",NA,36934,NA
"3935","Seychelles","SYC","Sub-Saharan Africa","High income: nonOECD","2005",NA,82900,15851.9213010376
